1, extreme_hills, still_life:alpine_heathlands, MONSTER, minecraft:spider, 80, 4, 4
1373, ocean, still_life:cold_shallow_ocean, CREATURE, epichunt:razorbill, 12, 2, 4
1375, ocean, still_life:cold_shallow_ocean, CREATURE, epichunt:owl, 12, 1, 2
1376, ocean, still_life:cold_shallow_ocean, AMBIENT, minecraft:bat,80, 8, 8
1377, ocean, still_life:cold_shallow_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1378, ocean, still_life:cold_shallow_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 1
1379, ocean, still_life:cold_shallow_ocean, WATER_CREATURE, epichunt:narwhal, 12, 2, 5
1380, ocean, still_life:cold_shallow_ocean, WATER_CREATURE, epichunt:whale, 10, 1, 5
1381, ocean, still_life:cold_shallow_ocean, WATER_CREATURE, epichunt:orca, 10, 1, 2
1382, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1383, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1384, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1385, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1386, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, epichunt:bass, 70, 3, 5
1387, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, epichunt:halibut, 70, 3, 5
1388, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, epichunt:mackerel, 80, 8, 10
1389, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, epichunt:herring, 80, 7, 10
1390, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, epichunt:sardine, 80, 8, 10
1391, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, epichunt:pollock, 70, 3, 5
1392, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, epichunt:sturgeon, 20, 1, 1
1393, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1394, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1395, ocean, still_life:cold_shallow_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1396, none, still_life:cold_steppe, MONSTER, minecraft:spider, 80, 4, 4
1397, none, still_life:cold_steppe, MONSTER, minecraft:zombie, 80, 4, 4
1398, none, still_life:cold_steppe, MONSTER, minecraft:zombie_villager, 10, 1, 1
1399, none, still_life:cold_steppe, MONSTER, minecraft:skeleton, 80, 4, 4
1400, none, still_life:cold_steppe, MONSTER, minecraft:creeper, 80, 4, 4
1401, none, still_life:cold_steppe, MONSTER, minecraft:slime, 80, 4, 4
1402, none, still_life:cold_steppe, MONSTER, minecraft:enderman, 5, 1, 4
1403, none, still_life:cold_steppe, MONSTER, minecraft:witch, 5, 1, 1
1404, none, still_life:cold_steppe, CREATURE, minecraft:sheep, 10, 4, 4
1405, none, still_life:cold_steppe, CREATURE, minecraft:pig, 0, 4, 4
1406, none, still_life:cold_steppe, CREATURE, minecraft:chicken, 0, 4, 4
1407, none, still_life:cold_steppe, CREATURE, minecraft:cow, 10, 4, 4
1408, none, still_life:cold_steppe, CREATURE, minecraft:horse, 10, 2, 6
1409, none, still_life:cold_steppe, CREATURE, minecraft:donkey, 10, 1, 1
1410, none, still_life:cold_steppe, CREATURE, exoticbirds:pigeon, 12, 2, 5
1411, none, still_life:cold_steppe, CREATURE, epichunt:goat, 10, 1, 3
1413, none, still_life:cold_steppe, CREATURE, epichunt:owl, 12, 1, 2
1414, none, still_life:cold_steppe, AMBIENT, minecraft:bat,80, 8, 8
1415, none, still_life:cold_steppe, AMBIENT, epichunt:kestrel, 10, 1, 1
1416, none, still_life:cold_steppe, AMBIENT, epichunt:eagle, 10, 1, 1
1417, none, still_life:cold_steppe, AMBIENT, epichunt:hawk, 10, 1, 1
1418, none, still_life:cold_steppe, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1419, none, still_life:cold_steppe, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1420, none, still_life:cold_steppe, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1421, none, still_life:cold_steppe, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1422, none, still_life:cold_steppe, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1423, none, still_life:cold_steppe, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1432, none, still_life:cold_steppe, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1433, none, still_life:cold_steppe, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1434, none, still_life:cold_steppe, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1435, none, still_life:cold_steppe, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1436, taiga, still_life:cold_taiga, MONSTER, minecraft:spider, 80, 4, 4
1437, taiga, still_life:cold_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1438, taiga, still_life:cold_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
1439, taiga, still_life:cold_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1440, taiga, still_life:cold_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1441, taiga, still_life:cold_taiga, MONSTER, minecraft:slime, 80, 4, 4
1442, taiga, still_life:cold_taiga, MONSTER, minecraft:enderman, 5, 1, 4
1443, taiga, still_life:cold_taiga, MONSTER, minecraft:witch, 5, 1, 1
1444, taiga, still_life:cold_taiga, MONSTER, epichunt:wolf, 10, 1, 3
1445, taiga, still_life:cold_taiga, CREATURE, minecraft:sheep, 0, 4, 4
1446, taiga, still_life:cold_taiga, CREATURE, minecraft:pig, 15, 4, 4
1447, taiga, still_life:cold_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1448, taiga, still_life:cold_taiga, CREATURE, minecraft:cow, 0, 4, 4
1449, taiga, still_life:cold_taiga, CREATURE, minecraft:fox, 10, 1, 2
1450, taiga, still_life:cold_taiga, CREATURE, minecraft:wolf, 10, 2, 4
1451, taiga, still_life:cold_taiga, CREATURE, exoticbirds:bluejay, 12, 2, 5
1452, taiga, still_life:cold_taiga, CREATURE, exoticbirds:cardinal, 12, 2, 5
1453, taiga, still_life:cold_taiga, CREATURE, exoticbirds:magpie, 12, 2, 5
1454, taiga, still_life:cold_taiga, CREATURE, exoticbirds:owl, 10, 2, 5
1455, taiga, still_life:cold_taiga, CREATURE, exoticbirds:pigeon, 12, 2, 5
1456, taiga, still_life:cold_taiga, CREATURE, exoticbirds:robin, 12, 2, 5
1457, taiga, still_life:cold_taiga, CREATURE, exoticbirds:woodpecker, 12, 2, 5
1458, taiga, still_life:cold_taiga, CREATURE, epichunt:deer, 12, 1, 3
1459, taiga, still_life:cold_taiga, CREATURE, epichunt:doe, 12, 1, 3
1460, taiga, still_life:cold_taiga, CREATURE, epichunt:caribou, 10, 1, 3
1461, taiga, still_life:cold_taiga, CREATURE, epichunt:roe_deer, 12, 1, 3
1462, taiga, still_life:cold_taiga, CREATURE, epichunt:yak, 10, 1, 3
1463, taiga, still_life:cold_taiga, CREATURE, epichunt:highland_cow, 10, 1, 3
1464, taiga, still_life:cold_taiga, CREATURE, epichunt:lynx, 10, 1, 3
1465, taiga, still_life:cold_taiga, CREATURE, epichunt:wisent, 10, 1, 3
1466, taiga, still_life:cold_taiga, CREATURE, epichunt:bear, 10, 1, 3
1467, taiga, still_life:cold_taiga, CREATURE, epichunt:moose, 10, 1, 3
1468, taiga, still_life:cold_taiga, CREATURE, epichunt:beaver, 10, 1, 3
1469, taiga, still_life:cold_taiga, CREATURE, epichunt:hare, 12, 2, 4
1470, taiga, still_life:cold_taiga, CREATURE, epichunt:partridge, 12, 2, 4
1471, taiga, still_life:cold_taiga, CREATURE, epichunt:bullfinch, 12, 2, 4
1472, taiga, still_life:cold_taiga, CREATURE, epichunt:raven, 10, 1, 3
1473, taiga, still_life:cold_taiga, CREATURE, epichunt:owl, 12, 1, 2
1474, taiga, still_life:cold_taiga, AMBIENT, minecraft:bat,80, 8, 8
1475, taiga, still_life:cold_taiga, AMBIENT, epichunt:kestrel, 10, 1, 1
1476, taiga, still_life:cold_taiga, AMBIENT, epichunt:eagle, 10, 1, 1
1477, taiga, still_life:cold_taiga, AMBIENT, epichunt:hawk, 10, 1, 1
1478, taiga, still_life:cold_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1479, taiga, still_life:cold_taiga, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1480, taiga, still_life:cold_taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1481, taiga, still_life:cold_taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1482, taiga, still_life:cold_taiga, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1483, taiga, still_life:cold_taiga, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1492, taiga, still_life:cold_taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1493, taiga, still_life:cold_taiga, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1494, taiga, still_life:cold_taiga, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1495, taiga, still_life:cold_taiga, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1496, taiga, still_life:cold_taiga_clearings, MONSTER, minecraft:spider, 80, 4, 4
1497, taiga, still_life:cold_taiga_clearings, MONSTER, minecraft:zombie, 80, 4, 4
1498, taiga, still_life:cold_taiga_clearings, MONSTER, minecraft:zombie_villager, 10, 1, 1
1499, taiga, still_life:cold_taiga_clearings, MONSTER, minecraft:skeleton, 80, 4, 4
1500, taiga, still_life:cold_taiga_clearings, MONSTER, minecraft:creeper, 80, 4, 4
1501, taiga, still_life:cold_taiga_clearings, MONSTER, minecraft:slime, 80, 4, 4
1502, taiga, still_life:cold_taiga_clearings, MONSTER, minecraft:enderman, 5, 1, 4
1503, taiga, still_life:cold_taiga_clearings, MONSTER, minecraft:witch, 5, 1, 1
1504, taiga, still_life:cold_taiga_clearings, MONSTER, epichunt:wolf, 10, 1, 3
1505, taiga, still_life:cold_taiga_clearings, CREATURE, minecraft:sheep, 10, 4, 4
1506, taiga, still_life:cold_taiga_clearings, CREATURE, minecraft:pig, 17, 4, 4
1507, taiga, still_life:cold_taiga_clearings, CREATURE, minecraft:chicken, 10, 4, 4
1508, taiga, still_life:cold_taiga_clearings, CREATURE, minecraft:cow, 0, 4, 4
1509, taiga, still_life:cold_taiga_clearings, CREATURE, minecraft:fox, 10, 1, 2
1510, taiga, still_life:cold_taiga_clearings, CREATURE, minecraft:wolf, 10, 2, 4
1511, taiga, still_life:cold_taiga_clearings, CREATURE, exoticbirds:bluejay, 12, 2, 5
1512, taiga, still_life:cold_taiga_clearings, CREATURE, exoticbirds:cardinal, 12, 2, 5
1513, taiga, still_life:cold_taiga_clearings, CREATURE, exoticbirds:magpie, 12, 2, 5
1514, taiga, still_life:cold_taiga_clearings, CREATURE, exoticbirds:owl, 10, 2, 5
1515, taiga, still_life:cold_taiga_clearings, CREATURE, exoticbirds:pigeon, 12, 2, 5
1516, taiga, still_life:cold_taiga_clearings, CREATURE, exoticbirds:robin, 12, 2, 5
1517, taiga, still_life:cold_taiga_clearings, CREATURE, exoticbirds:woodpecker, 12, 2, 5
1518, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:deer, 12, 1, 3
1519, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:doe, 12, 1, 3
1520, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:caribou, 10, 1, 3
1521, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:roe_deer, 12, 1, 3
1522, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:yak, 10, 1, 3
1523, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:highland_cow, 10, 1, 3
1524, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:lynx, 10, 1, 3
1525, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:wisent, 10, 1, 3
1526, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:bear, 10, 1, 3
1527, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:moose, 10, 1, 3
1528, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:beaver, 10, 1, 3
1529, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:hare, 12, 2, 4
1530, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:partridge, 12, 2, 4
1531, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:bullfinch, 12, 2, 4
1532, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:raven, 10, 1, 3
1533, taiga, still_life:cold_taiga_clearings, CREATURE, epichunt:owl, 12, 1, 2
1534, taiga, still_life:cold_taiga_clearings, AMBIENT, minecraft:bat,80, 8, 8
1535, taiga, still_life:cold_taiga_clearings, AMBIENT, epichunt:kestrel, 10, 1, 1
1536, taiga, still_life:cold_taiga_clearings, AMBIENT, epichunt:eagle, 10, 1, 1
1537, taiga, still_life:cold_taiga_clearings, AMBIENT, epichunt:hawk, 10, 1, 1
1538, taiga, still_life:cold_taiga_clearings, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1539, taiga, still_life:cold_taiga_clearings, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1540, taiga, still_life:cold_taiga_clearings, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1541, taiga, still_life:cold_taiga_clearings, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1542, taiga, still_life:cold_taiga_clearings, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1543, taiga, still_life:cold_taiga_clearings, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1552, taiga, still_life:cold_taiga_clearings, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1553, taiga, still_life:cold_taiga_clearings, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1554, taiga, still_life:cold_taiga_clearings, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1555, taiga, still_life:cold_taiga_clearings, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1556, beach, still_life:cold_tundra_beach, MONSTER, minecraft:spider, 80, 4, 4
1557, beach, still_life:cold_tundra_beach, MONSTER, minecraft:zombie, 80, 4, 4
1558, beach, still_life:cold_tundra_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1559, beach, still_life:cold_tundra_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1560, beach, still_life:cold_tundra_beach, MONSTER, minecraft:creeper, 80, 4, 4
1561, beach, still_life:cold_tundra_beach, MONSTER, minecraft:slime, 80, 4, 4
1562, beach, still_life:cold_tundra_beach, MONSTER, minecraft:enderman, 5, 1, 4
1563, beach, still_life:cold_tundra_beach, MONSTER, minecraft:witch, 5, 1, 1
1564, beach, still_life:cold_tundra_beach, CREATURE, exoticbirds:booby, 10, 2, 5
1565, beach, still_life:cold_tundra_beach, CREATURE, exoticbirds:duck, 10, 2, 5
1566, beach, still_life:cold_tundra_beach, CREATURE, exoticbirds:flamingo, 10, 2, 5
1567, beach, still_life:cold_tundra_beach, CREATURE, exoticbirds:gull, 12, 2, 5
1568, beach, still_life:cold_tundra_beach, CREATURE, exoticbirds:heron, 10, 2, 5
1569, beach, still_life:cold_tundra_beach, CREATURE, exoticbirds:pelican, 10, 2, 5
1570, beach, still_life:cold_tundra_beach, CREATURE, exoticbirds:pigeon, 12, 2, 5
1571, beach, still_life:cold_tundra_beach, CREATURE, exoticbirds:swan, 10, 2, 5
1572, beach, still_life:cold_tundra_beach, CREATURE, epichunt:goat, 10, 1, 3
1573, beach, still_life:cold_tundra_beach, CREATURE, epichunt:great_auk, 12, 2, 4
1574, beach, still_life:cold_tundra_beach, CREATURE, epichunt:razorbill, 12, 2, 4
1576, beach, still_life:cold_tundra_beach, CREATURE, epichunt:owl, 12, 1, 2
1577, beach, still_life:cold_tundra_beach, AMBIENT, minecraft:bat,80, 8, 8
1578, beach, still_life:cold_tundra_beach, AMBIENT, epichunt:kestrel, 10, 1, 1
1579, beach, still_life:cold_tundra_beach, AMBIENT, epichunt:eagle, 10, 1, 1
1580, beach, still_life:cold_tundra_beach, AMBIENT, epichunt:hawk, 10, 1, 1
1581, beach, still_life:cold_tundra_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1582, beach, still_life:cold_tundra_beach, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1583, beach, still_life:cold_tundra_beach, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1584, beach, still_life:cold_tundra_beach, WATER_AMBIENT, epichunt:bass, 70, 3, 5
1585, beach, still_life:cold_tundra_beach, WATER_AMBIENT, epichunt:halibut, 70, 3, 5
1586, beach, still_life:cold_tundra_beach, WATER_AMBIENT, epichunt:mackerel, 80, 8, 10
1587, beach, still_life:cold_tundra_beach, WATER_AMBIENT, epichunt:herring, 80, 7, 10
1588, beach, still_life:cold_tundra_beach, WATER_AMBIENT, epichunt:sardine, 80, 8, 10
1589, beach, still_life:cold_tundra_beach, WATER_AMBIENT, epichunt:pollock, 70, 3, 5
1590, beach, still_life:cold_tundra_beach, WATER_AMBIENT, epichunt:sturgeon, 20, 1, 1
1599, beach, still_life:cold_tundra_beach, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1600, beach, still_life:cold_tundra_beach, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1601, beach, still_life:cold_tundra_beach, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1602, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
1603, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 10, 3, 4
1604, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 10, 3, 4
1605, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 7, 4, 4
1606, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 60, 1, 2
1607, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
1608, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
1609, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1610, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1611, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
1612, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
1613, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
1614, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
1615, forest, minecraft:dark_forest, MONSTER, epichunt:wolf, 10, 1, 3
1616, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
1617, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 4, 4
1618, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
1619, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 10, 4, 4
1620, forest, minecraft:dark_forest, CREATURE, exoticbirds:bluejay, 12, 2, 5
1621, forest, minecraft:dark_forest, CREATURE, exoticbirds:cardinal, 12, 2, 5
1622, forest, minecraft:dark_forest, CREATURE, exoticbirds:hummingbird, 20, 2, 5
1623, forest, minecraft:dark_forest, CREATURE, exoticbirds:kiwi, 10, 2, 5
1624, forest, minecraft:dark_forest, CREATURE, exoticbirds:lyrebird, 10, 2, 5
1625, forest, minecraft:dark_forest, CREATURE, exoticbirds:magpie, 12, 2, 5
1626, forest, minecraft:dark_forest, CREATURE, exoticbirds:owl, 10, 2, 5
1627, forest, minecraft:dark_forest, CREATURE, exoticbirds:peafowl, 10, 2, 5
1628, forest, minecraft:dark_forest, CREATURE, exoticbirds:pigeon, 12, 2, 5
1629, forest, minecraft:dark_forest, CREATURE, exoticbirds:robin, 12, 2, 5
1630, forest, minecraft:dark_forest, CREATURE, exoticbirds:woodpecker, 12, 2, 5
1631, forest, minecraft:dark_forest, CREATURE, epichunt:deer, 12, 1, 3
1632, forest, minecraft:dark_forest, CREATURE, epichunt:doe, 12, 1, 3
1633, forest, minecraft:dark_forest, CREATURE, epichunt:roe_deer, 12, 1, 3
1634, forest, minecraft:dark_forest, CREATURE, epichunt:pheasant, 15, 1, 3
1635, forest, minecraft:dark_forest, CREATURE, epichunt:quail, 15, 2, 4
1636, forest, minecraft:dark_forest, CREATURE, epichunt:lynx, 10, 1, 3
1637, forest, minecraft:dark_forest, CREATURE, epichunt:wisent, 10, 1, 3
1638, forest, minecraft:dark_forest, CREATURE, epichunt:goat, 10, 1, 3
1639, forest, minecraft:dark_forest, CREATURE, epichunt:boar, 12, 1, 3
1640, forest, minecraft:dark_forest, CREATURE, epichunt:bear, 10, 1, 3
1641, forest, minecraft:dark_forest, CREATURE, epichunt:badger, 10, 1, 1
1642, forest, minecraft:dark_forest, CREATURE, epichunt:moose, 10, 1, 3
1643, forest, minecraft:dark_forest, CREATURE, epichunt:beaver, 10, 1, 3
1644, forest, minecraft:dark_forest, CREATURE, epichunt:hare, 12, 2, 4
1646, forest, minecraft:dark_forest, CREATURE, epichunt:nightingale, 15, 3, 5
1647, forest, minecraft:dark_forest, CREATURE, epichunt:raven, 10, 1, 3
1648, forest, minecraft:dark_forest, CREATURE, epichunt:owl, 12, 1, 2
1649, forest, minecraft:dark_forest, AMBIENT, minecraft:bat,80, 8, 8
1650, forest, minecraft:dark_forest, AMBIENT, epichunt:kestrel, 10, 1, 1
1651, forest, minecraft:dark_forest, AMBIENT, epichunt:eagle, 10, 1, 1
1652, forest, minecraft:dark_forest, AMBIENT, epichunt:hawk, 10, 1, 1
1653, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1654, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1655, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1656, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1657, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1658, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1667, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1668, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1669, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1670, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1671, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1672, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1673, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1674, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1675, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1676, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1677, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1678, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1679, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1680, ocean, minecraft:deep_cold_ocean, MONSTER, epichunt:white_shark, 12, 1, 2
1681, ocean, minecraft:deep_cold_ocean, CREATURE, exoticbirds:pigeon, 12, 2, 5
1682, ocean, minecraft:deep_cold_ocean, CREATURE, epichunt:goat, 10, 1, 3
1683, ocean, minecraft:deep_cold_ocean, CREATURE, epichunt:great_auk, 12, 2, 4
1684, ocean, minecraft:deep_cold_ocean, CREATURE, epichunt:razorbill, 12, 2, 4
1686, ocean, minecraft:deep_cold_ocean, CREATURE, epichunt:owl, 12, 1, 2
1687, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat,80, 8, 8
1688, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1689, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1690, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, epichunt:narwhal, 12, 2, 5
1691, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, epichunt:whale, 10, 1, 5
1692, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, epichunt:orca, 10, 1, 2
1693, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1694, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1695, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
1696, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1697, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1698, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1699, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, epichunt:bass, 70, 3, 5
1700, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, epichunt:halibut, 70, 3, 5
1701, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, epichunt:mackerel, 80, 8, 10
1702, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, epichunt:herring, 80, 7, 10
1703, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, epichunt:sardine, 80, 8, 10
1704, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, epichunt:pollock, 70, 3, 5
1705, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, epichunt:sturgeon, 20, 1, 1
1706, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1707, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
1708, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
1709, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
1710, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
1711, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1712, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1713, none, minecraft:deep_dark, CREATURE, exoticbirds:pigeon, 12, 2, 5
1714, none, minecraft:deep_dark, CREATURE, epichunt:goat, 10, 1, 3
1716, none, minecraft:deep_dark, CREATURE, epichunt:owl, 12, 1, 2
1717, none, minecraft:deep_dark, AMBIENT, epichunt:kestrel, 10, 1, 1
1718, none, minecraft:deep_dark, AMBIENT, epichunt:eagle, 10, 1, 1
1719, none, minecraft:deep_dark, AMBIENT, epichunt:hawk, 10, 1, 1
1720, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1721, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
